firm_id,year,assign_province,assign_city,assign_county,analysis_city_id,industry_code,industry_name,industry_group,tech_industry,listing_year,policy_pilot_id,policy_cohort_id,policy_scope_level,policy_scope_name,policy_approval_year,policy_first_full_year,did_treated,did_post_approval,did_post_full,never_treated,gvar,event_time_full,rd_intensity,rd_intensity_w,rd_sales_pct,patent_app_invention,ln_patent_invention,size,lev,roa,growth,fixed,cashflow,firm_age,soe,pre_size,pre_soe,pre_patent_mean,gov_subsidy_cny,ln_gov_subsidy,kz_index,sa_index,rd_staff_num,ln_rd_staff,c_gdp,c_gdp_pc,c_gdp_growth,c_gdp_share_tertiary,c_sci_tech_exp,c_telecom_revenue,c_mobile_subscribers,sample_base,sample_rd_main,sample_pat_main,sample_rd_controls,sample_pat_controls,rd_intensity_source_reference,ln_patent_source_reference,synthetic_effect_rd,synthetic_effect_patent,is_semisynthetic,sample_share,sample_seed,synthetic_seed,data_version
T00001,2011,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-9.0,0.03089519346346824,0.03089519346346824,3.0895193463468242,27,3.330581270702656,23.5261116027832,0.51950204372406,-0.0114540001377463,-0.37792291879653933,0.548525035381317,-0.0442542657256126,2.56494927406311,1.0,24.636949300766002,1.0,168.875,9123461.70445211,16.026359972495065,0.5747957672093776,-3.7113086421809385,381,5.944686174934008,14375.969409999965,81658.0,8.1,65.10169999999994,1279062.8199999898,3675483.999999991,2571.5047,1,1,1,1,1,,1.3862943611198906,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2012,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-8.0,0.0004,0.0004,0.04,90,4.512334671338263,23.5032253265381,0.516123533248901,-0.0327900014817715,-0.192793995141983,0.536466121673584,0.0204345174133778,2.63905739784241,1.0,24.636949300766002,1.0,168.875,7692497.524711074,15.85575619439555,0.6086812265070451,-3.8555171808194,254,5.542278202754469,15628.739743999957,87475.0,7.73,65.96599999999995,1371177.3999999876,4469028.0,3023.6168,1,1,1,1,1,0.0011,0.0,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2013,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-7.0,0.02240205830797986,0.02240205830797986,2.240205830797986,67,4.213647199906328,23.4814682006836,0.527179598808289,-0.021441999822855,-0.0844459980726242,0.328358024358749,0.0246967636048794,2.70805025100708,1.0,24.636949300766002,1.0,168.875,3351513.420062072,15.02492286734051,0.6194936053399934,-3.8966456468699753,353,5.868695376565982,17378.74336799996,148181.0,9.07,67.00559999999996,1817939.4399999897,4244231.999999988,3187.8943999999997,1,1,1,1,1,0.0026,1.3862943611198906,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2014,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-6.0,0.0004,0.0004,0.04,59,4.091639200527161,24.8430557250977,0.61159473657608,-0.00044999999227,1.494222033023831,0.605457484722137,0.0504616461694241,2.7725887298584,1.0,24.636949300766002,1.0,168.875,11314805.040557709,16.241622695105036,0.5972052149920881,-3.670969208320962,347,5.852662586791736,18833.892626000037,99995.0,7.3,70.26540000000007,1795122.1600000123,5253428.00000001,3331.640000000001,1,1,1,1,1,,4.04305126783455,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2015,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-5.0,0.004605953240640096,0.004605953240640096,0.4605953240640096,109,4.701410807974617,24.9210453033447,0.654511749744415,-0.0230509992688894,-0.256074994802475,0.526961863040924,0.0112964063882828,2.83321332931519,1.0,24.636949300766002,1.0,168.875,12955670.92391037,16.37704423662412,0.662262238054225,-3.8964350255721696,240,5.485341239611126,20262.651215999987,106497.0,6.9,71.94239999999998,2396324.1199999987,6171289.439999996,3237.04,1,1,1,1,1,0.0043,4.0943445622221,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2016,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-4.0,0.006512468856680224,0.006512468856680224,0.6512468856680224,96,4.57504922815436,25.5690727233887,0.736019194126129,0.0037730000913143,1.34545004367828,0.616532444953918,0.0617976374924183,2.89037179946899,1.0,24.636949300766002,1.0,168.875,9710824.886188906,16.088751891870796,0.6044927184286298,-3.8901139567130105,297,5.697930720479732,21812.466560000026,118198.0,6.8,72.48810000000003,2984953.905000002,4614093.450000008,2982.1200000000013,1,1,1,1,1,0.0024,5.82600010738045,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2017,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-3.0,0.0004,0.0004,0.04,56,4.048180942411105,25.6222877502441,0.727808058261871,0.0237780008465052,0.439655005931854,0.642660617828369,0.0695709139108658,2.94443893432617,1.0,24.636949300766002,1.0,168.875,6592502.061352565,15.70144366157846,0.5514802217637981,-3.858496202481668,293,5.684229877725517,23575.72340600001,129204.5,6.699999999999999,72.34060000000001,3545954.92,4044440.000000003,3281.7200000000003,1,1,1,1,1,0.0024,6.037870919922137,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2018,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,0.0,0.0,0.0,2020.0,-2.0,0.02175286610055853,0.02175286610055853,2.1752866100558528,74,4.313554339175768,25.6293277740479,0.730784714221954,0.0247440002858639,0.0917259976267815,0.604901731014252,0.0922191739082336,2.99573230743408,1.0,24.636949300766002,1.0,168.875,8599666.33905549,15.967234078970412,0.5237583658109543,-3.6497018132601644,173,5.156927662077099,25929.41754800001,140211.0,6.6,73.3712,4258712.0,4470812.000000002,3802.0800000000004,1,1,1,1,1,0.0354,6.163314804034641,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2019,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,1.0,0.0,0.0,2020.0,-1.0,0.008948534073156832,0.008948534073156832,0.8948534073156832,123,4.819120819727096,25.6746520996094,0.71918511390686,0.0126889999955893,0.0513070002198219,0.58612859249115,0.023474620655179,3.04452252388,1.0,24.636949300766002,1.0,168.875,14321406.15053194,16.477265979371065,0.553578346581842,-3.877514524576237,331,5.80611263435424,29122.439999999922,164220.0,6.1,74.41999999999994,4009496.659999996,5920298.979999997,4011.12,1,1,1,1,1,0.0412999999999999,6.255750041753367,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2020,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,1.0,1.0,0.0,2020.0,0.0,0.029277940041310607,0.029277940041310607,2.927794004131061,260,5.562726306202833,25.6956253051758,0.731024980545044,0.0165580008178949,0.156175002455711,0.666500091552734,0.0711704418063164,3.09104251861572,1.0,24.636949300766002,1.0,168.875,26854689.653480258,17.10595106211479,0.5890053349270676,-3.941017073464794,292,5.6800165201270625,29778.25,164512.5,1.2,74.985,3540250.25,3043271.75,161156.5,1,1,1,1,1,0.0409,5.717027701406222,0.005399999999999999,0.135,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2021,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,1.0,1.0,0.0,2020.0,1.0,0.005403427075495982,0.005403427075495982,0.5403427075495981,87,4.476675884729903,25.7151374816894,0.665947735309601,0.0571129992604256,0.67645400762558,0.6493826031684878,0.102191209793091,3.13549423217773,1.0,24.636949300766002,1.0,168.875,6872554.575782893,15.743046585679695,0.5806816203164995,-3.7924069927871327,277,5.628113146064516,32585.99999999989,183980.0,8.5,74.42399999999994,3903418.9999999953,158446.0,318293.0,1,1,1,1,1,0.0397,5.932245187448011,0.007379999999999999,0.216,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2022,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,1.0,1.0,0.0,2020.0,2.0,0.0004,0.0004,0.04,54,4.000046259435985,25.6873226165771,0.65026980638504,0.0103169996291399,-0.118569001555443,0.6240166854858393,0.0701543167233467,3.178053855896,1.0,24.636949300766002,1.0,168.875,12836264.424159411,16.36778495910338,0.5560697482911954,-3.7145386535058718,333,5.810948505908075,34048.140000000065,190313.0,0.7,74.51600000000002,3992985.0600000047,4805762.920000016,3927.0,1,1,1,1,1,0.0455999999999999,6.317164686747284,0.009,0.3,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2023,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,1.0,1.0,0.0,2020.0,3.0,0.012754280740812347,0.012754280740812347,1.2754280740812347,74,4.32122231964691,25.6470317840576,0.604272842407227,0.0053710001520812,-0.0370800010859966,0.6494208514690399,0.0447521917521954,3.21887588500977,1.0,24.636949300766002,1.0,168.875,15434977.802326724,16.552146842566415,0.5660123529657795,-4.082737444052976,594,6.3893718442723255,36345.44999999998,200278.0,5.2,75.5914,4676600.939999999,5022409.699999994,4021.0,1,1,1,1,1,0.0441,6.732210706467206,0.009,0.3,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00001,2024,北京市,北京市,石景山区,22.0,C31,黑色金属冶炼及压延加工业,C3,0,1999.0,AI001,C1,直辖市,北京市,2019.0,2020.0,1.0,1.0,1.0,0.0,2020.0,4.0,0.033179854636345776,0.033179854636345776,3.3179854636345776,176,5.177706958219425,25.6049747467041,0.585899353027344,0.0044189998880028,-0.0479129999876022,0.6406422674655909,0.0479973331093788,3.25809645652771,1.0,24.636949300766002,1.0,168.875,17114973.714868475,16.655464352578605,0.6330269244113143,-3.875016674529245,232,5.449184052671844,39410.19999999985,219313.39999999988,5.17,78.256,4597427.599999985,5086943.599999971,4039.0,1,1,1,1,1,0.0452,6.576469569048224,0.009,0.3,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2014,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.06770483763008833,0.06770483763008833,6.7704837630088335,13,2.6386911310694168,20.6076831817627,0.185557961463928,0.15667399764061,0.222155004739761,0.227726444602013,0.0954969525337219,2.19722461700439,0.0,21.42593116760256,0.0,11.8,5082252.056237818,15.441265236238399,0.6021249629163508,-3.5177897801555633,96,4.573379315932811,3697.91,82654.0,11.0,42.86,113031.0,417571.0,422.0,1,1,1,1,1,0.0352,0.6931471805599453,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
